"respid","interviewstart","q1_purchases_last6months","q2_timesin12months","q3_visitstore12months","q4_visitweb12months","q3_1_purchoff12months","q4_1_purchonline12months","typeofcustomer","typeofvisits","segments","q5_clothes","q5_shoes","q5_bags","q5_personalcare","q5_others","q5_others_desc","q6_purchinstore_websearch","q7_purchonl_searchinstore","q8_purchinstore_searchmobile","q10_purchinstore_homedelivery","q11_purchonline_pickupstore","q12_1_instore_homedeliv_weight","q12_2_instore_homedeliv_brandedbags","q12_3_instore_homedeliv_differentsender","q12_4_instore_homedelive_neverhomedelivery","q12_5_instore_homedel_other","q12_6_instore_homedel_other_esp","q13_1_online_storedel_sendingfees","q13_2_online_storedel_return","q13_3_online_storedel_unknownaddress","q13_4_online_storedel_visitstore","q13_5_online_storedel_neverused","q13_6_online_storedel_other","q13_7_online_storedel_other_esp","q14_storelocationaccesibility","q15_webaccesibility","q16_instore_access_product_anywhere","q17_online_access_product_anywhere","q18_instore_shortdeliverytime","q19_online_shortdeliverytime","q20_instore_information_employees","q21_online_information_web_mails","q22_instore_infoaboutproducts","q23_online_infoaboutproducts","q24_instore_assortment","q25_online_assortment","q26_instore_productform_assurance","q27_online_productform_assurance","q28_instore_assort_lasting","q29_online_assort_lasting","q30_instore_deliverytime","q31_online_deliverytime","q32_online_info_deliverytime","q33_instore_return_policy","q34_online_return_policy","q35_instore_payment_methods","q36_online_payment_methods","q37_instore_kindness_employees","q38_instore_tidyness","q39_online_attractivedesign","q40_online_clarityportfolio","q41_online_peaceofmindinfo_privacysecurity","q42_instore_pleasant_socialinteraction","q43_online_pleasant_socialinteraction","q44_satisfaction_products_brand","q45_satisfaction_instore_brand","q46_satisfaction_web_brand","q47_instore_search_alternat","q48_online_search_alternat","q49_futureint_productsbrand","q50_futureint_instorepurch","q51_futureint_onlinepurch","q52_out10_instoreBrand_totalinstore","q53_out10_onlineBrand_totalinstore","q54_instore_recomend","q55_online_recomend","q56_newchannel_attitud","q57_instore_prices_to_otherbrands","q58_online_pricesto_otheronline","q59_online_sendingfees_toothers","q60_instore_impreducingtime","q61_online_impreducingtime","q62_out10_instoreBrand_totalinstore","q63_out10_onlineBrand_totalinstore","q64_Sex","q65_age","q_65_recoded_age","q66_marital_status","q67_peopleathome","q68_childrenunder14","q69_localzipnumber","q70_state","q71_town_pop","q72_educationlevel","q73_occupation","q74_monthlyincome","distance_km","distance_minutes"
"155",2015-03-27 07:48:00,"YES","10-19%","YES","YES","Once","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,4,6,3,6,5,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,6,7,7,7,7,7,6,7,7,7,7,7,6,5,7,9,7,4,7,7,7,7,7,7,7,8,6,7,7,5,7,7,7,7,7,7,7,7,7,3,7,6,"Disfruto explorando canales alternativos",7,7,7,7,7,7,3,"Female",39,"De 25 a 40 años","Soltero/a",3,"Ninguno","8734","BARCELONA","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","Menos de 500 €",4.6,16
"156",2015-03-27 07:49:00,"YES","20-29%","YES","YES","Three or four times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","YES","NO","NO",NA,1,1,1,1,0,"NO","NO","NO","YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,7,8,5,7,5,5,2,4,6,6,8,7,5,5,6,6,5,5,5,5,5,9,9,9,9,7,8,7,5,5,9,9,5,9,5,9,9,5,8,5,9,5,"Soy cauteloso a la hora de probar nuevos canales",9,5,5,1,1,9,5,"Female",39,"De 25 a 40 años","Casado/a",3,"Uno","24010","LEÓN","De 5000 a 19999 habitantes","Estudios universitarios","Labores de casa","Menos de 500 €",6.5,17
"157",2015-03-27 07:49:00,"YES","20-29%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","YES","NO",NA,5,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,5,5,5,5,7,5,8,8,8,8,8,5,7,9,8,8,8,8,8,8,5,8,8,8,8,8,8,5,8,8,5,7,7,8,8,5,2,0,7,5,"Disfruto explorando canales alternativos",7,7,5,2,2,2,0,"Female",26,"De 25 a 40 años","Soltero/a",4,"Ninguno","24238","LEÓN","Menos de 1000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","Menos de 500 €",51.9,39
"158",2015-03-27 07:49:00,"YES","20-29%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,4,3,5,5,4,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,4,6,5,5,5,4,1,4,4,6,5,6,5,5,4,5,6,5,5,5,5,5,5,0,1,2,3,4,4,4,4,4,4,6,7,5,5,5,9,1,5,5,"Disfruto explorando canales alternativos",10,10,8,7,8,4,0,"Female",37,"De 25 a 40 años","Soltero/a",1,"Ninguno","33401","ASTURIAS","De 20000 a 99999 habitantes","Estudios universitarios","Parado","De 500 a 999,99 €",1.6,5
"159",2015-03-27 07:49:00,"YES","50-59%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,6,7,2,0,8,NA,NA,NA,NA,NA,NA,"YES","NO","NO","NO","NO","NO",NA,8,8,7,10,8,8,8,7,9,7,9,6,6,6,8,9,9,9,9,8,8,10,10,7,4,7,6,9,4,7,7,8,7,5,1,10,10,9,6,6,9,7,"Disfruto explorando canales alternativos",7,8,8,4,4,7,6,"Male",38,"De 25 a 40 años","Vive en pareja (sin casarse)",3,"Ninguno","46007","VALENCIA","De 500000 a 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 500 a 999,99 €",1.2,6
"162",2015-03-27 07:51:00,"YES","20-29%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","YES","NO",NA,7,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,8,10,8,8,5,5,7,8,8,8,8,8,10,10,8,8,4,10,5,10,10,10,10,7,5,5,10,5,10,10,8,9,9,9,9,9,6,0,5,5,"Me gusta probar nuevos canales por diversión",5,5,8,5,5,6,0,"Male",31,"De 25 a 40 años","Soltero/a",3,"Ninguno","15706","CORUÑA, LA","De 20000 a 99999 habitantes","Estudios universitarios","Parado","Menos de 500 €",1.8,7
"163",2015-03-27 07:52:00,"YES","30-39%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,7,7,8,8,"YES","NO","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,6,7,7,7,5,7,6,6,7,6,7,7,7,8,7,6,6,6,6,7,7,7,6,6,8,7,7,8,7,6,7,6,7,7,6,7,7,6,6,7,8,7,"Me gusta probar nuevos canales por diversión",5,6,7,6,7,6,7,"Female",38,"De 25 a 40 años","Soltero/a",1,"Ninguno","8903","BARCELONA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",1,12
"164",2015-03-27 07:54:00,"YES","30-39%","YES","YES","Once","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,6,6,4,3,4,"NO","NO","NO","YES","NO",NA,"NO","NO","YES","NO","NO","NO",NA,7,7,7,8,7,7,7,8,8,8,7,7,7,7,8,6,8,7,7,8,7,9,8,8,9,7,8,8,9,7,7,8,8,7,7,7,8,8,8,7,8,9,"Disfruto explorando canales alternativos",7,8,7,6,7,5,6,"Female",25,"De 25 a 40 años","Soltero/a",4,"Uno","46950","VALENCIA","De 5000 a 19999 habitantes","Master","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",7.5,15
"165",2015-03-27 07:54:00,"YES","20-29%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,6,6,6,6,6,"NO","NO","NO","YES","NO",NA,"NO","YES","NO","NO","NO","NO",NA,7,7,7,7,7,7,6,7,6,6,5,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,"Me gusta probar nuevos canales por diversión",6,7,6,8,7,7,6,"Male",35,"De 25 a 40 años","Casado/a",4,"Dos","3320","ALICANTE","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",10.2,19
"166",2015-03-27 07:55:00,"YES","30-39%","YES","YES","Three or four times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,8,7,8,9,6,"NO","YES","YES","NO","NO",NA,"NO","NO","NO","NO","YES","NO",NA,5,8,7,9,5,6,7,8,9,5,8,3,4,7,5,9,6,3,6,8,6,4,6,8,7,8,9,6,7,9,7,6,7,5,4,8,7,5,7,8,5,9,"Disfruto explorando canales alternativos",5,5,5,5,7,8,8,"Male",25,"De 25 a 40 años","Casado/a",4,"Dos","46006","VALENCIA","De 500000 a 1000000 habitantes","Master","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",2.6,9
"167",2015-03-27 07:57:00,"YES","80-89%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,8,7,0,0,2,NA,NA,NA,NA,NA,NA,"YES","YES","NO","YES","NO","NO",NA,10,10,7,7,8,8,5,6,9,8,6,6,7,7,7,7,8,8,10,10,9,10,9,7,6,8,8,9,5,5,8,8,8,8,8,8,9,9,9,6,8,8,"Me gusta probar nuevos canales por diversión",9,9,9,8,7,9,6,"Female",21,"Menos de 25 años","Soltero/a",4,"Ninguno","33401","ASTURIAS","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","Menos de 500 €",1.6,5
"172",2015-03-27 08:47:00,"YES","60-69%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,8,9,6,4,8,"NO","NO","YES","NO","NO",NA,"YES","YES","NO","NO","NO","NO",NA,9,9,9,9,7,7,8,9,9,8,7,7,8,7,8,9,8,8,9,9,8,8,9,8,9,8,9,8,8,8,9,10,9,8,7,9,10,9,7,8,9,8,"Disfruto explorando canales alternativos",8,8,6,8,7,7,8,"Male",24,"Menos de 25 años","Soltero/a",4,"Ninguno","28017","MADRID","Más de 1000000 habitantes","Estudios universitarios","Parado","De 1.000 a 1.249,99 €",8.1,11
"174",2015-03-27 08:50:00,"YES","10-19%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,0,10,0,5,5,"NO","NO","NO","NO","YES","por comodidad","NO","NO","NO","YES","NO","NO",NA,7,10,5,6,10,6,6,4,6,6,3,4,5,3,5,5,10,8,5,8,8,8,8,10,8,8,7,7,9,7,8,8,8,10,8,8,10,8,9,8,9,7,"Me gusta comprar en el mismo canal",9,9,9,3,3,9,8,"Female",42,"De 41 a 60 años","Casado/a",4,"Ninguno","28032","MADRID","Más de 1000000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",11.2,11
"1742",2015-04-13 04:19:00,"YES","30-39%","YES","YES","None","Twice or three times","Online shopper","visitboth","Online customer_omnichannel user","YES","NO","NO","NO","NO",NA,9,0,0,10,9,"YES","NO","YES","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,1,9,8,9,"Soy cauteloso a la hora de probar nuevos canales",8,8,5,0,0,3,3,"Female",19,"Menos de 25 años","Soltero/a",4,"Ninguno","26500","LA RIOJA","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","Menos de 500 €",4.1,12
"176",2015-03-27 09:37:00,"YES","20-29%","YES","YES","Three or four times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,7,3,5,3,3,"NO","YES","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,4,7,5,3,5,6,4,6,5,7,7,6,7,8,8,9,8,8,8,8,8,8,9,9,9,9,9,8,8,9,8,9,9,9,9,9,9,9,9,8,8,8,"Disfruto explorando canales alternativos",9,9,9,9,9,8,9,"Female",55,"De 41 a 60 años","Divorciado/a, separado/a",2,"Ninguno","20016","GUIPÚZCOA","Más de 1000000 habitantes","Estudios universitarios","Parado","De 1.000 a 1.249,99 €",3.9,11
"178",2015-03-27 09:37:00,"YES","10-19%","YES","YES","Once","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,6,6,10,6,3,7,10,6,9,6,6,5,8,6,10,7,9,8,8,8,9,8,8,8,7,8,4,6,8,7,5,3,4,7,7,6,3,0,6,3,"Disfruto explorando canales alternativos",9,9,5,5,4,1,0,"Female",25,"De 25 a 40 años","Soltero/a",5,"Ninguno","33160","ASTURIAS","De 1000 a 4999 habitantes","Estudios universitarios","Parado","Menos de 500 €",25.5,32
"179",2015-03-27 09:37:00,"YES","50-59%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","YES","NO",NA,10,10,10,10,7,"NO","NO","YES","NO","NO",NA,"NO","NO","NO","YES","NO","NO",NA,10,10,10,10,10,10,8,10,7,7,7,7,10,10,8,7,9,9,9,9,9,9,10,10,8,10,10,8,9,10,10,9,9,9,9,10,10,10,7,10,10,10,"Disfruto explorando canales alternativos",9,10,9,10,9,9,10,"Male",33,"De 25 a 40 años","Soltero/a",3,"Ninguno","28919","MADRID","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta propia","De 1.000 a 1.249,99 €",5.6,9
"180",2015-03-27 09:38:00,"YES","10-19%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,5,8,5,10,8,10,5,8,5,9,5,10,5,9,5,5,9,5,10,6,9,10,7,6,7,10,6,10,10,7,5,0,9,10,5,7,7,10,10,"Disfruto explorando canales alternativos",6,5,5,0,0,7,7,"Male",48,"De 41 a 60 años","Divorciado/a, separado/a",1,"Ninguno","8360","BARCELONA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 500 a 999,99 €",17.4,17
"182",2015-03-27 09:38:00,"YES","30-39%","YES","YES","More than five times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,8,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,5,5,5,6,7,10,8,10,6,7,7,6,8,8,7,7,8,8,7,7,7,6,7,6,7,9,9,8,10,10,8,6,3,7,7,4,4,2,10,10,"Soy cauteloso a la hora de probar nuevos canales",9,8,7,8,7,8,7,"Female",27,"De 25 a 40 años","Casado/a",3,"Uno","28912","MADRID","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 1.500 a 1.999,99 €",4.4,10
"184",2015-03-27 09:39:00,"YES","10-19%","YES","YES","Three or four times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,7,5,7,7,6,"NO","NO","YES","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,7,7,7,7,7,8,7,8,8,8,7,7,8,8,7,7,7,7,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,8,8,7,10,2,7,7,"Me gusta probar nuevos canales por diversión",8,5,5,8,7,5,5,"Male",55,"De 41 a 60 años","Casado/a",3,"Ninguno","8013","BARCELONA","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 2.000 a 2.499,99 €",1.3,10
"186",2015-03-27 09:40:00,"YES","10-19%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,3,5,6,5,4,"NO","NO","NO","NO","YES","no lo encuentro en mi ciudad","YES","YES","NO","NO","NO","NO",NA,7,7,5,7,7,6,7,8,6,5,7,8,8,7,6,8,8,7,9,8,8,8,8,8,8,9,7,7,8,7,8,8,8,7,7,8,8,8,8,2,7,7,"Disfruto explorando canales alternativos",5,5,7,7,8,8,2,"Female",31,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","6500","BADAJOZ","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",68.9,60
"187",2015-03-27 09:41:00,"YES","20-29%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,7,7,8,0,10,NA,NA,NA,NA,NA,NA,"YES","YES","NO","NO","NO","NO",NA,8,10,8,8,9,8,9,8,9,9,9,9,8,7,8,8,8,8,9,10,10,10,10,10,10,10,10,10,9,9,10,10,10,6,6,9,8,8,7,7,10,10,"Me gusta probar nuevos canales por diversión",8,8,0,10,10,7,7,"Female",37,"De 25 a 40 años","Casado/a",3,"Uno","9006","BURGOS","De 20000 a 99999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta propia","De 1.250 a 1.499,99 €",3.9,15
"188",2015-03-27 09:42:00,"YES","10-19%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","YES","NO","NO",NA,5,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,0,7,5,10,6,7,9,9,8,8,7,7,6,8,8,5,10,8,7,8,9,8,10,8,6,8,4,0,8,9,5,10,7,9,10,5,1,0,9,9,"Me gusta probar nuevos canales por diversión",6,6,3,0,0,1,0,"Female",39,"De 25 a 40 años","Divorciado/a, separado/a",2,"Ninguno","36001","PONTEVEDRA","De 20000 a 99999 habitantes","Estudios universitarios","Parado","De 1.000 a 1.249,99 €",0.35,4
"19",2015-03-25 13:25:00,"YES","90-100%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,5,4,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,6,5,5,5,5,5,6,6,6,6,6,6,5,5,6,6,5,5,5,6,6,6,8,7,7,6,6,6,7,7,6,6,6,6,5,6,5,6,6,5,"Me gusta comprar en el mismo canal",6,6,6,5,6,7,6,"Female",64,"Más de 60 años","Viudo/a",1,"Ninguno","39008","CANTABRIA","De 1000 a 4999 habitantes","Enseñanza primaria (EGB/ESO)","Jubilado","De 500 a 999,99 €",1.1,5
"191",2015-03-27 09:48:00,"YES","20-29%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","YES","NO",NA,6,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,0,10,7,8,7,7,7,7,7,5,7,5,6,7,7,7,7,8,2,8,6,7,8,7,7,7,7,7,8,8,5,7,7,8,9,8,2,0,8,8,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,1,6,1,0,"Female",37,"De 25 a 40 años","Casado/a",3,"Uno","48013","VIZCAYA","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 500 a 999,99 €",4.6,11
"193",2015-03-27 09:51:00,"YES","60-69%","YES","YES","Three or four times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","YES","YES","NO",NA,8,8,7,9,8,"NO","NO","NO","YES","NO",NA,"NO","NO","NO","YES","NO","NO",NA,8,9,8,7,8,8,8,9,6,7,7,6,5,7,5,7,6,7,6,7,7,6,6,7,7,5,6,7,6,5,6,5,6,7,7,7,7,6,8,6,6,6,"Disfruto explorando canales alternativos",6,8,9,6,7,7,8,"Male",30,"De 25 a 40 años","Soltero/a",3,"Ninguno","26540","LA RIOJA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",26.2,31
"194",2015-03-27 09:53:00,"YES","30-39%","YES","YES","Once","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,7,7,8,8,"NO","YES","NO","YES","NO",NA,"NO","NO","NO","NO","YES","NO",NA,7,7,8,8,7,8,9,8,8,8,7,7,8,8,7,8,7,8,8,8,8,8,8,8,7,7,7,7,7,8,7,7,7,8,8,8,8,8,8,8,8,8,"Disfruto explorando canales alternativos",8,8,8,8,7,9,8,"Male",31,"De 25 a 40 años","Soltero/a",3,"Ninguno","8680","BARCELONA","De 1000 a 4999 habitantes","Estudios universitarios","Parado","De 500 a 999,99 €",46,38
"195",2015-03-27 09:55:00,"YES","30-39%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,8,4,6,5,9,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,10,9,7,9,6,5,5,10,10,10,8,8,8,7,3,7,4,4,10,10,10,10,10,5,3,8,10,10,4,7,8,6,10,7,9,7,6,10,2,3,5,10,"Disfruto explorando canales alternativos",10,10,7,7,0,5,2,"Female",27,"De 25 a 40 años","Soltero/a",4,"Ninguno","7181","BALEARES","De 1000 a 4999 habitantes","Estudios universitarios","Estudiante","Menos de 500 €",6.4,22
"196",2015-03-27 09:55:00,"YES","0-9%","YES","NO","Once",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,5,5,8,5,3,5,7,5,8,5,6,5,4,4,5,5,5,7,5,8,5,7,8,5,5,5,6,5,7,7,5,7,10,6,7,5,1,0,6,5,"Soy cauteloso a la hora de probar nuevos canales",7,5,5,3,0,1,0,"Male",30,"De 25 a 40 años","Soltero/a",2,"Ninguno","35011","PALMAS, LAS","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",2.3,7
"197",2015-03-27 09:57:00,"YES","0-9%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,8,10,8,8,7,6,8,8,9,8,9,8,7,8,8,8,10,8,7,9,7,8,9,8,8,9,7,7,8,8,7,6,7,7,7,6,8,6,7,7,"Me gusta comprar en el mismo canal",7,7,5,1,2,6,5,"Male",19,"Menos de 25 años","Soltero/a",4,"Ninguno","25005","LÉRIDA","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","Menos de 500 €",5.6,15
"199",2015-03-27 10:20:00,"YES","80-89%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,9,9,8,2,9,"NO","NO","NO","NO","YES","embalaje","YES","NO","YES","YES","NO","NO",NA,8,10,8,8,9,9,4,9,8,8,4,9,7,7,4,5,8,8,8,8,8,8,8,5,8,8,8,9,7,4,9,9,9,4,8,9,9,9,5,9,8,8,"Disfruto explorando canales alternativos",5,5,4,3,3,5,9,"Female",36,"De 25 a 40 años","Vive en pareja (sin casarse)",3,"Uno","33402","ASTURIAS","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",1.5,7
"20",2015-03-25 13:26:00,"YES","10-19%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,8,9,8,9,9,"NO","NO","YES","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,7,7,8,7,5,7,8,10,7,8,7,8,7,8,7,9,7,10,7,10,9,10,8,10,7,10,8,9,9,9,8,8,8,9,9,8,9,8,9,7,8,7,"Me gusta probar nuevos canales por diversión",5,9,8,10,8,10,9,"Male",36,"De 25 a 40 años","Casado/a",3,"Uno","18013","GRANADA","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.500 a 1.999,99 €",4.8,19
"202",2015-03-27 10:26:00,"YES","10-19%","YES","NO","Once",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8,7,7,7,5,0,8,5,6,7,5,5,7,5,5,6,5,5,5,6,5,5,6,5,5,6,6,6,6,5,5,5,0,5,5,0,3,0,5,0,"Disfruto explorando canales alternativos",8,8,5,8,3,3,0,"Male",64,"Más de 60 años","Casado/a",2,"Ninguno","28804","MADRID","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Jubilado","De 1.500 a 1.999,99 €",14,40
"208",2015-03-27 10:33:00,"YES","70-79%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,2,10,0,4,5,"NO","NO","YES","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,9,10,9,9,8,8,8,9,9,9,9,8,8,8,8,8,8,8,8,9,9,9,9,9,8,8,8,9,9,8,9,9,8,8,8,10,10,7,9,10,10,10,"Me gusta comprar en el mismo canal",8,8,8,6,6,6,8,"Female",35,"De 25 a 40 años","Vive en pareja (sin casarse)",4,"Dos","15002","CORUÑA, LA","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",3,12
"209",2015-03-27 10:33:00,"YES","70-79%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,6,6,5,1,10,"NO","NO","NO","YES","NO",NA,"NO","NO","NO","YES","NO","NO",NA,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,8,8,9,8,7,9,9,9,9,9,9,8,9,9,7,9,2,9,8,"Disfruto explorando canales alternativos",6,6,6,6,6,8,4,"Female",56,"De 41 a 60 años","Casado/a",4,"Ninguno","12004","CASTELLÓN","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Labores de casa","De 2.000 a 2.499,99 €",3.2,14
"210",2015-03-27 10:33:00,"YES","20-29%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,8,6,8,6,6,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,10,10,8,7,8,6,3,6,8,8,7,7,7,5,7,7,6,8,7,7,7,7,6,7,7,7,7,6,6,6,7,7,7,8,7,8,9,8,9,3,10,8,"Disfruto explorando canales alternativos",6,7,6,7,6,7,6,"Female",23,"Menos de 25 años","Vive en pareja (sin casarse)",2,"Ninguno","46025","VALENCIA","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","Menos de 500 €",4.8,14
