"respid","interviewstart","q1_purchases_last6months","q2_timesin12months","q3_visitstore12months","q4_visitweb12months","q3_1_purchoff12months","q4_1_purchonline12months","typeofcustomer","typeofvisits","segments","q5_clothes","q5_shoes","q5_bags","q5_personalcare","q5_others","q5_others_desc","q6_purchinstore_websearch","q7_purchonl_searchinstore","q8_purchinstore_searchmobile","q10_purchinstore_homedelivery","q11_purchonline_pickupstore","q12_1_instore_homedeliv_weight","q12_2_instore_homedeliv_brandedbags","q12_3_instore_homedeliv_differentsender","q12_4_instore_homedelive_neverhomedelivery","q12_5_instore_homedel_other","q12_6_instore_homedel_other_esp","q13_1_online_storedel_sendingfees","q13_2_online_storedel_return","q13_3_online_storedel_unknownaddress","q13_4_online_storedel_visitstore","q13_5_online_storedel_neverused","q13_6_online_storedel_other","q13_7_online_storedel_other_esp","q14_storelocationaccesibility","q15_webaccesibility","q16_instore_access_product_anywhere","q17_online_access_product_anywhere","q18_instore_shortdeliverytime","q19_online_shortdeliverytime","q20_instore_information_employees","q21_online_information_web_mails","q22_instore_infoaboutproducts","q23_online_infoaboutproducts","q24_instore_assortment","q25_online_assortment","q26_instore_productform_assurance","q27_online_productform_assurance","q28_instore_assort_lasting","q29_online_assort_lasting","q30_instore_deliverytime","q31_online_deliverytime","q32_online_info_deliverytime","q33_instore_return_policy","q34_online_return_policy","q35_instore_payment_methods","q36_online_payment_methods","q37_instore_kindness_employees","q38_instore_tidyness","q39_online_attractivedesign","q40_online_clarityportfolio","q41_online_peaceofmindinfo_privacysecurity","q42_instore_pleasant_socialinteraction","q43_online_pleasant_socialinteraction","q44_satisfaction_products_brand","q45_satisfaction_instore_brand","q46_satisfaction_web_brand","q47_instore_search_alternat","q48_online_search_alternat","q49_futureint_productsbrand","q50_futureint_instorepurch","q51_futureint_onlinepurch","q52_out10_instoreBrand_totalinstore","q53_out10_onlineBrand_totalinstore","q54_instore_recomend","q55_online_recomend","q56_newchannel_attitud","q57_instore_prices_to_otherbrands","q58_online_pricesto_otheronline","q59_online_sendingfees_toothers","q60_instore_impreducingtime","q61_online_impreducingtime","q62_out10_instoreBrand_totalinstore","q63_out10_onlineBrand_totalinstore","q64_Sex","q65_age","q_65_recoded_age","q66_marital_status","q67_peopleathome","q68_childrenunder14","q69_localzipnumber","q70_state","q71_town_pop","q72_educationlevel","q73_occupation","q74_monthlyincome","distance_km","distance_minutes"
"443",2015-03-28 07:51:00,"YES","20-29%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,0,3,0,0,10,NA,NA,NA,NA,NA,NA,"YES","YES","NO","YES","NO","NO",NA,10,7,3,8,10,10,10,10,7,7,10,10,10,10,7,7,10,10,8,10,10,10,10,3,8,7,6,7,6,3,10,10,10,8,8,10,10,10,5,5,10,10,"Disfruto explorando canales alternativos",5,5,5,8,10,5,5,"Female",40,"De 25 a 40 años","Vive en pareja (sin casarse)",3,"Uno","33423","ASTURIAS","De 1000 a 4999 habitantes","Estudios universitarios","Parado","Menos de 500 €",10.7,16
"444",2015-03-28 08:05:00,"YES","10-19%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,5,8,7,5,5,5,8,7,4,7,4,4,3,4,7,6,6,4,5,9,9,5,7,6,7,7,3,3,5,5,5,8,10,6,6,5,1,0,5,5,"Soy cauteloso a la hora de probar nuevos canales",7,7,8,6,2,1,0,"Male",34,"De 25 a 40 años","Soltero/a",4,"Ninguno","28970","MADRID","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 1.250 a 1.499,99 €",9.7,11
"446",2015-03-28 08:07:00,"YES","10-19%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","YES","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,10,3,9,3,7,0,7,3,7,3,8,3,8,3,9,3,0,8,9,9,5,7,9,5,5,5,9,3,9,9,3,10,0,8,10,1,10,0,8,0,"Investigar nuevos canales es una pérdida de tiempo",4,3,5,2,0,10,0,"Female",64,"Más de 60 años","Divorciado/a, separado/a",1,"Ninguno","46001","VALENCIA","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",1,13
"447",2015-03-28 08:12:00,"YES","20-29%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,5,5,5,2,10,"NO","NO","NO","YES","NO",NA,"NO","NO","NO","YES","NO","NO",NA,9,8,4,7,9,6,9,5,8,6,7,7,7,7,6,6,10,8,8,10,10,10,7,10,9,8,7,7,8,3,6,6,6,6,6,8,9,9,3,1,8,6,"Soy cauteloso a la hora de probar nuevos canales",6,6,4,5,4,2,1,"Male",36,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","46940","VALENCIA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",7.2,13
"448",2015-03-28 08:15:00,"YES","0-9%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,10,0,3,0,"NO","NO","NO","YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,5,4,0,4,0,4,5,5,5,5,5,6,3,6,4,4,5,0,4,0,3,4,5,0,2,5,1,3,4,4,7,2,3,3,0,10,0,6,0,"Soy cauteloso a la hora de probar nuevos canales",3,1,1,3,1,6,0,"Female",37,"De 25 a 40 años","Soltero/a",3,"Uno","28019","MADRID","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",6.8,17
"451",2015-03-28 08:28:00,"YES","20-29%","YES","YES","Three or four times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,6,5,6,5,4,6,5,8,8,7,7,5,3,4,6,5,6,5,8,8,8,9,9,6,6,7,4,2,7,7,6,5,3,7,7,4,9,1,7,4,"Me gusta comprar en el mismo canal",6,6,5,10,8,3,1,"Female",22,"Menos de 25 años","Soltero/a",4,"Ninguno","36315","PONTEVEDRA","De 100000 a 499999 habitantes","Estudios universitarios","Parado","Menos de 500 €",5.7,13
"452",2015-03-28 08:33:00,"YES","10-19%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,6,6,3,3,7,"NO","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,6,10,10,10,6,7,5,4,7,7,8,8,7,8,8,8,7,7,7,7,7,7,8,9,9,9,9,9,9,5,9,9,9,7,9,10,10,10,7,6,10,10,"Me gusta comprar en el mismo canal",9,9,9,10,10,6,6,"Female",26,"De 25 a 40 años","Soltero/a",5,"Ninguno","36930","PONTEVEDRA","De 5000 a 19999 habitantes","Enseñanza primaria (EGB/ESO)","Estudiante","Menos de 500 €",29.2,27
"453",2015-03-28 08:38:00,"YES","80-89%","YES","YES","More than five times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,7,10,7,8,7,0,8,5,8,2,8,5,8,6,8,7,7,9,3,9,8,9,9,8,8,8,8,8,9,9,0,8,8,9,9,4,8,8,9,8,"Disfruto explorando canales alternativos",8,5,8,8,3,8,8,"Female",35,"De 25 a 40 años","Casado/a",4,"Dos","28027","MADRID","Más de 1000000 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",10.5,9
"454",2015-03-28 08:41:00,"YES","60-69%","YES","YES","More than five times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,5,7,3,3,2,"NO","NO","YES","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,10,5,10,8,10,8,6,2,6,7,9,7,8,8,9,9,10,8,10,8,10,9,8,9,7,7,7,9,8,8,8,8,8,9,9,7,7,6,8,9,7,7,"Me gusta comprar en el mismo canal",6,6,7,7,8,5,5,"Female",35,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","28911","MADRID","De 500000 a 1000000 habitantes","Master","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",4.4,13
"455",2015-03-28 09:01:00,"YES","20-29%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,3,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,5,8,6,8,7,4,8,8,6,7,9,8,5,5,7,7,10,7,7,10,10,9,9,8,8,9,7,5,8,8,8,9,8,8,8,8,2,3,8,8,"Soy cauteloso a la hora de probar nuevos canales",7,5,5,3,3,2,3,"Male",31,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","11406","CÁDIZ","De 100000 a 499999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",4.4,11
"459",2015-03-28 09:28:00,"YES","20-29%","YES","YES","Three or four times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,10,9,8,10,0,"NO","NO","NO","YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,7,10,8,10,10,10,8,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,3,3,10,10,"Disfruto explorando canales alternativos",6,5,3,7,6,3,3,"Male",28,"De 25 a 40 años","Soltero/a",6,"Ninguno","33527","ASTURIAS","Menos de 1000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 1.500 a 1.999,99 €",25,20
"461",2015-03-28 09:52:00,"YES","60-69%","YES","YES","More than five times","Three or four times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,8,5,7,8,9,"NO","NO","NO","YES","NO",NA,"NO","NO","YES","YES","NO","NO",NA,9,10,5,10,10,9,6,8,10,9,8,10,9,8,9,10,10,10,9,10,10,10,10,10,9,8,9,9,5,5,10,10,9,3,5,10,10,10,8,7,10,10,"Soy cauteloso a la hora de probar nuevos canales",9,4,4,1,2,8,7,"Male",38,"De 25 a 40 años","Casado/a",4,"Dos","39300","CANTABRIA","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",1.6,6
"462",2015-03-28 09:59:00,"YES","80-89%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","NO","NO","YES","NO","NO",NA,5,7,6,2,10,"NO","NO","NO","YES","NO",NA,"NO","YES","NO","NO","NO","NO",NA,6,6,6,7,6,6,6,7,6,7,5,6,7,7,6,5,7,8,7,8,6,7,7,5,6,7,7,7,6,7,7,6,7,6,7,6,8,8,8,8,8,8,"Soy cauteloso a la hora de probar nuevos canales",7,7,6,6,6,8,7,"Female",34,"De 25 a 40 años","Vive en pareja (sin casarse)",3,"Uno","15300","CORUÑA, LA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 1.000 a 1.249,99 €",24.4,23
"464",2015-03-28 10:10:00,"YES","0-9%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,5,9,9,7,6,7,8,8,8,8,8,8,8,8,7,7,7,7,7,10,10,7,7,6,7,5,3,3,7,7,7,8,3,7,7,7,2,8,8,8,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,5,5,2,8,"Male",73,"Más de 60 años","Casado/a",3,"Ninguno","17257","GERONA","Menos de 1000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Jubilado","De 1.500 a 1.999,99 €",40.8,46
"465",2015-03-28 10:22:00,"YES","20-29%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","YES","NO",NA,6,10,0,0,10,NA,NA,NA,NA,NA,NA,"YES","YES","NO","YES","NO","NO",NA,6,10,5,5,10,10,6,8,10,7,8,5,9,9,5,5,6,6,7,7,8,7,7,5,6,9,8,6,3,3,7,7,7,8,8,8,8,7,3,6,10,7,"Soy cauteloso a la hora de probar nuevos canales",6,7,5,0,10,3,3,"Female",24,"Menos de 25 años","Soltero/a",4,"Ninguno","30310","MURCIA","De 20000 a 99999 habitantes","Estudios universitarios","Estudiante","Menos de 500 €",8.8,23
"467",2015-03-28 10:28:00,"YES","20-29%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,8,8,7,6,10,"NO","NO","NO","YES","NO",NA,"NO","NO","YES","NO","NO","NO",NA,9,10,8,10,10,8,7,8,8,8,9,10,9,8,8,7,10,9,10,10,10,10,10,9,9,10,9,10,8,8,10,10,9,6,6,10,9,10,5,4,8,8,"Disfruto explorando canales alternativos",3,3,4,8,10,5,4,"Male",39,"De 25 a 40 años","Casado/a",4,"Dos","28400","MADRID","De 20000 a 99999 habitantes","Master","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",12,12
"469",2015-03-28 10:38:00,"YES","20-29%","YES","YES","Twice or three times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,7,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,6,8,10,6,7,9,10,10,8,8,9,8,5,5,10,6,10,8,8,10,9,7,7,7,9,8,6,5,7,7,7,7,7,7,7,7,4,3,8,8,"Disfruto explorando canales alternativos",6,6,5,3,3,4,3,"Female",26,"De 25 a 40 años","Soltero/a",4,"Ninguno","2500","ALBACETE","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 500 a 999,99 €",16.7,22
"47",2015-03-25 15:18:00,"YES","20-29%","YES","YES","Three or four times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,7,7,7,7,"NO","NO","YES","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,7,7,6,8,7,8,6,6,8,8,7,6,6,6,6,6,6,6,6,6,8,8,7,6,8,6,"Disfruto explorando canales alternativos",5,6,6,5,5,6,6,"Female",45,"De 41 a 60 años","Casado/a",5,"Tres","37500","SALAMANCA","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.500 a 2.999,99 €",89.4,66
"470",2015-03-28 10:43:00,"YES","10-19%","YES","YES","Twice or three times","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,8,6,6,7,"YES","NO","NO","YES","NO",NA,"YES","YES","NO","NO","NO","NO",NA,8,9,7,8,8,7,8,7,7,9,8,9,8,7,7,7,7,7,7,8,8,8,7,8,7,8,7,9,6,8,7,7,6,8,7,8,8,8,7,8,7,7,"Me gusta probar nuevos canales por diversión",8,8,7,8,7,8,7,"Female",32,"De 25 a 40 años","Soltero/a",5,"Ninguno","23510","JAÉN","De 1000 a 4999 habitantes","Estudios universitarios","Estudiante","De 1.500 a 1.999,99 €",14.8,23
"471",2015-03-28 10:50:00,"YES","20-29%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,10,10,9,4,7,"YES","NO","NO","YES","NO",NA,"YES","NO","NO","NO","NO","NO",NA,7,9,8,8,7,8,5,8,9,8,8,6,7,6,7,8,7,7,7,7,7,7,8,8,6,9,8,7,7,8,7,7,7,8,7,9,8,9,8,7,8,8,"Soy cauteloso a la hora de probar nuevos canales",6,6,5,5,6,6,7,"Female",37,"De 25 a 40 años","Casado/a",4,"Dos","33013","ASTURIAS","De 100000 a 499999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",3.3,9
"472",2015-03-28 10:53:00,"YES","10-19%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","YES","NO","NO",NA,6,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,9,5,10,5,8,5,9,6,7,6,9,6,7,4,10,3,7,10,7,9,4,9,9,8,8,8,9,5,10,10,5,8,5,9,9,5,6,2,9,6,"Me gusta comprar en el mismo canal",8,7,5,2,2,6,2,"Male",66,"Más de 60 años","Casado/a",2,"Ninguno","7320","BALEARES","De 5000 a 19999 habitantes","Enseñanza primaria (EGB/ESO)","Jubilado","De 1.000 a 1.249,99 €",12.5,19
"475",2015-03-28 11:01:00,"YES","60-69%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,8,5,7,5,8,"YES","NO","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,7,8,6,7,8,7,6,7,8,8,8,7,8,8,6,7,7,6,7,8,8,9,6,7,8,9,6,7,6,5,7,7,7,6,6,9,7,8,5,6,7,7,"Disfruto explorando canales alternativos",6,6,2,5,3,5,6,"Female",39,"De 25 a 40 años","Casado/a",4,"Dos","41089","SEVILLA","Más de 1000000 habitantes","Master","Trabaja por cuenta ajena","De 3.000 a 3.499,99 €",8.2,16
"476",2015-03-28 11:01:00,"YES","10-19%","YES","YES","Twice or three times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","YES","YES","NO",NA,8,0,5,2,5,"NO","NO","NO","YES","NO",NA,"NO","NO","NO","YES","NO","NO",NA,10,10,7,10,10,9,7,10,9,9,6,8,8,9,6,7,9,9,9,9,9,9,9,6,9,8,8,9,5,7,9,9,8,6,6,9,9,9,7,7,9,9,"Soy cauteloso a la hora de probar nuevos canales",7,7,5,8,8,7,6,"Female",38,"De 25 a 40 años","Vive en pareja (sin casarse)",4,"Dos","35470","PALMAS, LAS","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",70.8,75
"478",2015-03-28 11:06:00,"YES","0-9%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","NO","NO","NO",NA,10,7,8,5,1,"YES","NO","NO","NO","NO",NA,"YES","YES","NO","YES","NO","NO",NA,10,10,8,10,8,8,1,8,9,10,9,9,8,7,7,10,9,9,10,10,10,10,10,10,10,8,7,10,9,7,10,10,10,10,10,8,8,7,6,5,10,10,"Soy cauteloso a la hora de probar nuevos canales",6,6,5,2,0,6,6,"Female",21,"Menos de 25 años","Soltero/a",3,"Ninguno","33611","ASTURIAS","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","Menos de 500 €",22.1,22
"48",2015-03-25 15:18:00,"YES","30-39%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","NO","YES","NO","NO",NA,8,10,8,2,0,"YES","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,10,10,9,10,10,10,10,9,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,3,10,9,3,9,2,10,10,"Me gusta probar nuevos canales por diversión",4,4,3,8,9,5,2,"Female",55,"De 41 a 60 años","Divorciado/a, separado/a",3,"Ninguno","12594","CASTELLÓN","De 5000 a 19999 habitantes","Estudios universitarios","Trabaja por cuenta propia","De 1.250 a 1.499,99 €",22.8,24
"480",2015-03-28 11:20:00,"YES","20-29%","YES","YES","Once","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","NO","NO","NO","NO",NA,6,6,5,5,5,"NO","YES","NO","NO","NO",NA,"NO","YES","NO","NO","NO","NO",NA,5,5,6,6,5,5,5,6,5,6,6,6,6,6,6,5,4,4,5,5,5,5,6,5,6,5,6,5,6,6,6,5,6,5,6,6,7,5,6,5,6,6,"Investigar nuevos canales es una pérdida de tiempo",4,5,6,5,6,6,7,"Male",28,"De 25 a 40 años","Soltero/a",4,"Ninguno","12540","CASTELLÓN","De 20000 a 99999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 1.250 a 1.499,99 €",9.2,19
"481",2015-03-28 11:20:00,"YES","20-29%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,5,7,5,6,5,7,8,5,7,7,5,4,5,8,6,6,5,5,8,8,6,6,4,4,3,4,3,6,7,5,7,0,8,7,2,3,0,6,3,"Disfruto explorando canales alternativos",6,6,5,7,7,3,0,"Male",34,"De 25 a 40 años","Vive en pareja (sin casarse)",2,"Ninguno","28036","MADRID","Más de 1000000 habitantes","Master","Estudiante","De 1.250 a 1.499,99 €",6.5,8
"483",2015-03-28 11:25:00,"YES","30-39%","YES","YES","Three or four times","None","In-store shopper","visitboth","In-store customer_omnichannel user","YES","YES","NO","NO","NO",NA,7,0,5,0,7,NA,NA,NA,NA,NA,NA,"YES","YES","NO","NO","NO","NO",NA,7,9,7,7,6,4,7,6,8,5,9,5,8,3,7,6,5,5,8,4,4,7,6,7,8,4,3,6,7,6,7,6,6,10,10,6,6,6,2,0,7,7,"Soy cauteloso a la hora de probar nuevos canales",10,10,9,6,6,2,0,"Female",21,"Menos de 25 años","Soltero/a",5,"Ninguno","15886","CORUÑA, LA","De 1000 a 4999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Estudiante","Menos de 500 €",14.9,20
"484",2015-03-28 11:26:00,"YES","0-9%","YES","NO","Twice or three times",NA,"In-store shopper","visitstore","In-store customer_monochannel user","YES","NO","NO","NO","NO",NA,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,3,5,5,5,10,6,10,8,8,8,8,8,7,7,7,7,7,7,7,7,7,9,6,6,6,7,7,5,8,8,7,7,8,9,10,6,3,1,6,4,"Soy cauteloso a la hora de probar nuevos canales",5,5,7,5,5,3,1,"Female",36,"De 25 a 40 años","Casado/a",3,"Uno","16660","CUENCA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Parado","De 500 a 999,99 €",95.5,67
"487",2015-03-28 11:42:00,"YES","10-19%","YES","YES","Once","Twice or three times","In-store & online","visitboth","Omnichannel customer and user","YES","NO","NO","NO","NO",NA,7,6,7,7,7,"YES","NO","NO","NO","NO",NA,"YES","NO","NO","NO","NO","NO",NA,6,8,7,7,7,7,8,6,7,7,7,7,7,7,6,3,5,7,7,8,7,7,7,7,7,7,7,7,7,8,7,7,8,8,7,8,3,9,3,7,6,6,"Disfruto explorando canales alternativos",6,7,3,9,8,2,2,"Female",36,"De 25 a 40 años","Casado/a",4,"Dos","37770","SALAMANCA","De 5000 a 19999 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Labores de casa","De 2.500 a 2.999,99 €",56.8,35
"49",2015-03-25 15:32:00,"YES","50-59%","YES","YES","More than five times","More than five times","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","YES","NO",NA,7,8,8,8,8,"YES","YES","YES","NO","NO",NA,"YES","YES","YES","NO","NO","NO",NA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,6,4,8,8,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,5,5,5,5,"Male",37,"De 25 a 40 años","Casado/a",2,"Ninguno","12120","CASTELLÓN","De 1000 a 4999 habitantes","Estudios universitarios","Trabaja por cuenta ajena","De 2.000 a 2.499,99 €",42.4,61
"495",2015-03-28 11:58:00,"YES","10-19%","YES","YES","Three or four times","Once","In-store & online","visitboth","Omnichannel customer and user","YES","YES","YES","NO","NO",NA,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,7,8,9,9,4,7,8,8,8,8,9,9,7,8,8,8,9,9,8,10,9,10,10,9,9,9,9,8,9,9,9,7,8,8,9,8,7,3,9,9,"Soy cauteloso a la hora de probar nuevos canales",5,5,5,9,9,4,2,"Female",38,"De 25 a 40 años","Casado/a",3,"Uno","28850","MADRID","Más de 1000000 habitantes","Enseñanza secundaria (BUP/Bachillerato/FP)","Trabaja por cuenta ajena","De 500 a 999,99 €",15.1,12
